state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,modal_price_per_kg
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Potato,Hassan / Local,Grade A,2026-08-10,1430.0,2450.0,1940.0,19.4
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Onion,Bellary / Red,Grade A,2026-08-10,2240.0,3860.0,3050.0,30.5
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Carrot,Ooty / Orange,Grade A+,2026-08-10,2750.0,4710.0,3730.0,37.3
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Cabbage,Green Round,Grade A,2026-08-10,1180.0,2370.0,1720.0,17.2
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Green Peas,Tender Sweet,Grade A+,2026-08-10,4940.0,8240.0,6590.0,65.9
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Green Chilli,G4 Pungent,Grade A,2026-08-10,2260.0,4320.0,3290.0,32.9
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Coriander,Local Nati,Grade A+,2026-08-10,1100.0,1980.0,1540.0,15.4
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Mint,Fresh Pudina,Grade A+,2026-08-10,1240.0,2250.0,1690.0,16.9
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Ginger,Washed Root,Grade A,2026-08-10,5830.0,10070.0,7950.0,79.5
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Garlic,Country Dried,Grade A,2026-08-10,7470.0,13340.0,10460.0,104.6
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Banana,Elakki / Nendran,Grade A+,2026-08-10,2730.0,4810.0,3720.0,37.2
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Pomegranate,Bhagwa / Ruby,Grade A+,2026-08-10,7780.0,14010.0,10900.0,109.0
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Grapes,Bangalore Blue,Grade A+,2026-08-10,5460.0,9280.0,7430.0,74.3
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Ragi,Organic Whole Grain,Grade A,2026-08-10,3420.0,5130.0,4280.0,42.8
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Tomato,Hybrid / Nati,Grade A,2026-08-10,1970.0,3500.0,2740.0,27.4
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Potato,Hassan / Local,Grade A,2026-08-10,1490.0,2560.0,2020.0,20.2
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Carrot,Ooty / Orange,Grade A+,2026-08-10,2940.0,5040.0,3990.0,39.9
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Cabbage,Green Round,Grade A,2026-08-10,1090.0,2190.0,1590.0,15.9
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Green Capsicum,Polyhouse Bell,Grade A+,2026-08-10,3470.0,5960.0,4760.0,47.6
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Green Chilli,G4 Pungent,Grade A,2026-08-10,2420.0,4630.0,3530.0,35.3
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Palak,Tender Leafy,Grade A+,2026-08-10,1280.0,2350.0,1820.0,18.2
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Coriander,Local Nati,Grade A+,2026-08-10,1110.0,2000.0,1560.0,15.6
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Ginger,Washed Root,Grade A,2026-08-10,5360.0,9260.0,7310.0,73.1
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Garlic,Country Dried,Grade A,2026-08-10,7490.0,13370.0,10480.0,104.8
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Banana,Elakki / Nendran,Grade A+,2026-08-10,2440.0,4290.0,3310.0,33.1
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Papaya,Red Lady Organic,Grade A,2026-08-10,1730.0,3080.0,2400.0,24.0
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Pomegranate,Bhagwa / Ruby,Grade A+,2026-08-10,8160.0,14690.0,11420.0,114.2
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Grapes,Bangalore Blue,Grade A+,2026-08-10,5540.0,9420.0,7530.0,75.3
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Ragi,Organic Whole Grain,Grade A,2026-08-10,3070.0,4610.0,3840.0,38.4
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Rice,Sona Masuri Heritage,Grade A,2026-08-10,4200.0,6490.0,5200.0,52.0
Karnataka,Mandya,Mandya APMC Main Yard,Onion,Bellary / Red,Grade A,2026-08-09,2080.0,3590.0,2830.0,28.3
Karnataka,Mandya,Mandya APMC Main Yard,Carrot,Ooty / Orange,Grade A+,2026-08-09,2560.0,4390.0,3470.0,34.7
Karnataka,Mandya,Mandya APMC Main Yard,Cabbage,Green Round,Grade A,2026-08-09,1110.0,2230.0,1620.0,16.2
Karnataka,Mandya,Mandya APMC Main Yard,Green Peas,Tender Sweet,Grade A+,2026-08-09,4760.0,7940.0,6350.0,63.5
Karnataka,Mandya,Mandya APMC Main Yard,Green Capsicum,Polyhouse Bell,Grade A+,2026-08-09,3230.0,5530.0,4430.0,44.3
Karnataka,Mandya,Mandya APMC Main Yard,Green Chilli,G4 Pungent,Grade A,2026-08-09,2030.0,3870.0,2950.0,29.5
Karnataka,Mandya,Mandya APMC Main Yard,Palak,Tender Leafy,Grade A+,2026-08-09,1160.0,2130.0,1650.0,16.5
Karnataka,Mandya,Mandya APMC Main Yard,Coriander,Local Nati,Grade A+,2026-08-09,950.0,1720.0,1340.0,13.4
Karnataka,Mandya,Mandya APMC Main Yard,Mint,Fresh Pudina,Grade A+,2026-08-09,1030.0,1870.0,1410.0,14.1
Karnataka,Mandya,Mandya APMC Main Yard,Ginger,Washed Root,Grade A,2026-08-09,4980.0,8600.0,6790.0,67.9
Karnataka,Mandya,Mandya APMC Main Yard,Garlic,Country Dried,Grade A,2026-08-09,7120.0,12720.0,9970.0,99.7
Karnataka,Mandya,Mandya APMC Main Yard,Banana,Elakki / Nendran,Grade A+,2026-08-09,2520.0,4430.0,3420.0,34.2
Karnataka,Mandya,Mandya APMC Main Yard,Papaya,Red Lady Organic,Grade A,2026-08-09,1690.0,3000.0,2350.0,23.5
Karnataka,Mandya,Mandya APMC Main Yard,Grapes,Bangalore Blue,Grade A+,2026-08-09,4630.0,7870.0,6300.0,63.0
Karnataka,Mandya,Mandya APMC Main Yard,Ragi,Organic Whole Grain,Grade A,2026-08-09,2970.0,4450.0,3710.0,37.1
Karnataka,Mandya,Mandya APMC Main Yard,Rice,Sona Masuri Heritage,Grade A,2026-08-09,4170.0,6460.0,5170.0,51.7
Karnataka,Mandya,Maddur APMC Sub-Market,Tomato,Hybrid / Nati,Grade A,2026-08-09,1870.0,3330.0,2600.0,26.0
Karnataka,Mandya,Maddur APMC Sub-Market,Onion,Bellary / Red,Grade A,2026-08-09,2280.0,3940.0,3110.0,31.1
Karnataka,Mandya,Maddur APMC Sub-Market,Carrot,Ooty / Orange,Grade A+,2026-08-09,2940.0,5050.0,4000.0,40.0
Karnataka,Mandya,Maddur APMC Sub-Market,Cabbage,Green Round,Grade A,2026-08-09,1010.0,2020.0,1470.0,14.7
Karnataka,Mandya,Maddur APMC Sub-Market,Green Peas,Tender Sweet,Grade A+,2026-08-09,4560.0,7600.0,6080.0,60.8
Karnataka,Mandya,Maddur APMC Sub-Market,Green Chilli,G4 Pungent,Grade A,2026-08-09,2320.0,4430.0,3380.0,33.8
Karnataka,Mandya,Maddur APMC Sub-Market,Palak,Tender Leafy,Grade A+,2026-08-09,1230.0,2250.0,1740.0,17.4
Karnataka,Mandya,Maddur APMC Sub-Market,Coriander,Local Nati,Grade A+,2026-08-09,1000.0,1800.0,1400.0,14.0
Karnataka,Mandya,Maddur APMC Sub-Market,Mint,Fresh Pudina,Grade A+,2026-08-09,1050.0,1910.0,1430.0,14.3
Karnataka,Mandya,Maddur APMC Sub-Market,Ginger,Washed Root,Grade A,2026-08-09,5600.0,9670.0,7630.0,76.3
Karnataka,Mandya,Maddur APMC Sub-Market,Garlic,Country Dried,Grade A,2026-08-09,6530.0,11650.0,9140.0,91.4
Karnataka,Mandya,Maddur APMC Sub-Market,Banana,Elakki / Nendran,Grade A+,2026-08-09,2590.0,4560.0,3520.0,35.2
Karnataka,Mandya,Maddur APMC Sub-Market,Pomegranate,Bhagwa / Ruby,Grade A+,2026-08-09,7900.0,14220.0,11060.0,110.6
Karnataka,Mandya,Maddur APMC Sub-Market,Grapes,Bangalore Blue,Grade A+,2026-08-09,5200.0,8830.0,7070.0,70.7
Karnataka,Mandya,Maddur APMC Sub-Market,Ragi,Organic Whole Grain,Grade A,2026-08-09,2970.0,4450.0,3710.0,37.1
Karnataka,Mandya,Maddur APMC Sub-Market,Rice,Sona Masuri Heritage,Grade A,2026-08-09,4150.0,6430.0,5140.0,51.4
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Tomato,Hybrid / Nati,Grade A,2026-08-09,1860.0,3310.0,2590.0,25.9
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Potato,Hassan / Local,Grade A,2026-08-09,1340.0,2290.0,1810.0,18.1
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Onion,Bellary / Red,Grade A,2026-08-09,2050.0,3540.0,2790.0,27.9
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Carrot,Ooty / Orange,Grade A+,2026-08-09,2930.0,5020.0,3970.0,39.7
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Cabbage,Green Round,Grade A,2026-08-09,1080.0,2170.0,1570.0,15.7
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Green Peas,Tender Sweet,Grade A+,2026-08-09,4560.0,7590.0,6070.0,60.7
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Green Capsicum,Polyhouse Bell,Grade A+,2026-08-09,3190.0,5470.0,4380.0,43.8
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Green Chilli,G4 Pungent,Grade A,2026-08-09,2230.0,4250.0,3240.0,32.4
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Palak,Tender Leafy,Grade A+,2026-08-09,1210.0,2230.0,1720.0,17.2
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Coriander,Local Nati,Grade A+,2026-08-09,970.0,1740.0,1350.0,13.5
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Mint,Fresh Pudina,Grade A+,2026-08-09,1120.0,2030.0,1530.0,15.3
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Ginger,Washed Root,Grade A,2026-08-09,5040.0,8700.0,6870.0,68.7
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Garlic,Country Dried,Grade A,2026-08-09,6830.0,12190.0,9560.0,95.6
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Banana,Elakki / Nendran,Grade A+,2026-08-09,2280.0,4010.0,3100.0,31.0
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Papaya,Red Lady Organic,Grade A,2026-08-09,1670.0,2970.0,2320.0,23.2
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Grapes,Bangalore Blue,Grade A+,2026-08-09,5150.0,8750.0,7000.0,70.0
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Ragi,Organic Whole Grain,Grade A,2026-08-09,2920.0,4390.0,3660.0,36.6
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Rice,Sona Masuri Heritage,Grade A,2026-08-09,4250.0,6580.0,5270.0,52.7
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Potato,Hassan / Local,Grade A,2026-08-09,1390.0,2380.0,1880.0,18.8
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Onion,Bellary / Red,Grade A,2026-08-09,2270.0,3930.0,3100.0,31.0
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Carrot,Ooty / Orange,Grade A+,2026-08-09,2600.0,4460.0,3530.0,35.3
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Cabbage,Green Round,Grade A,2026-08-09,1140.0,2270.0,1650.0,16.5
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Green Capsicum,Polyhouse Bell,Grade A+,2026-08-09,3180.0,5450.0,4360.0,43.6
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Green Chilli,G4 Pungent,Grade A,2026-08-09,2040.0,3900.0,2970.0,29.7
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Palak,Tender Leafy,Grade A+,2026-08-09,1220.0,2230.0,1720.0,17.2
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Coriander,Local Nati,Grade A+,2026-08-09,950.0,1710.0,1330.0,13.3
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Ginger,Washed Root,Grade A,2026-08-09,5770.0,9960.0,7860.0,78.6
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Garlic,Country Dried,Grade A,2026-08-09,6370.0,11380.0,8920.0,89.2
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Banana,Elakki / Nendran,Grade A+,2026-08-09,2390.0,4200.0,3250.0,32.5
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Pomegranate,Bhagwa / Ruby,Grade A+,2026-08-09,7250.0,13040.0,10150.0,101.5
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Grapes,Bangalore Blue,Grade A+,2026-08-09,4840.0,8220.0,6580.0,65.8
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Ragi,Organic Whole Grain,Grade A,2026-08-09,3340.0,5010.0,4180.0,41.8
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Rice,Sona Masuri Heritage,Grade A,2026-08-09,4210.0,6510.0,5210.0,52.1
Karnataka,Ramanagara,Channapatna APMC Yard,Tomato,Hybrid / Nati,Grade A,2026-08-09,1670.0,2970.0,2320.0,23.2
Karnataka,Ramanagara,Channapatna APMC Yard,Potato,Hassan / Local,Grade A,2026-08-09,1380.0,2370.0,1870.0,18.7
Karnataka,Ramanagara,Channapatna APMC Yard,Onion,Bellary / Red,Grade A,2026-08-09,2250.0,3890.0,3070.0,30.7
Karnataka,Ramanagara,Channapatna APMC Yard,Carrot,Ooty / Orange,Grade A+,2026-08-09,2600.0,4460.0,3530.0,35.3
Karnataka,Ramanagara,Channapatna APMC Yard,Cabbage,Green Round,Grade A,2026-08-09,1050.0,2110.0,1530.0,15.3
Karnataka,Ramanagara,Channapatna APMC Yard,Green Peas,Tender Sweet,Grade A+,2026-08-09,4630.0,7720.0,6180.0,61.8
Karnataka,Ramanagara,Channapatna APMC Yard,Green Capsicum,Polyhouse Bell,Grade A+,2026-08-09,3230.0,5540.0,4430.0,44.3
Karnataka,Ramanagara,Channapatna APMC Yard,Green Chilli,G4 Pungent,Grade A,2026-08-09,2240.0,4280.0,3260.0,32.6
Karnataka,Ramanagara,Channapatna APMC Yard,Palak,Tender Leafy,Grade A+,2026-08-09,1150.0,2110.0,1630.0,16.3
Karnataka,Ramanagara,Channapatna APMC Yard,Mint,Fresh Pudina,Grade A+,2026-08-09,1100.0,1990.0,1490.0,14.9
Karnataka,Ramanagara,Channapatna APMC Yard,Ginger,Washed Root,Grade A,2026-08-09,5220.0,9020.0,7120.0,71.2
Karnataka,Ramanagara,Channapatna APMC Yard,Garlic,Country Dried,Grade A,2026-08-09,7370.0,13150.0,10310.0,103.1
Karnataka,Ramanagara,Channapatna APMC Yard,Banana,Elakki / Nendran,Grade A+,2026-08-09,2550.0,4490.0,3470.0,34.7
Karnataka,Ramanagara,Channapatna APMC Yard,Papaya,Red Lady Organic,Grade A,2026-08-09,1650.0,2940.0,2300.0,23.0
Karnataka,Ramanagara,Channapatna APMC Yard,Pomegranate,Bhagwa / Ruby,Grade A+,2026-08-09,7640.0,13750.0,10700.0,107.0
Karnataka,Ramanagara,Channapatna APMC Yard,Grapes,Bangalore Blue,Grade A+,2026-08-09,5290.0,8990.0,7200.0,72.0
Karnataka,Ramanagara,Channapatna APMC Yard,Ragi,Organic Whole Grain,Grade A,2026-08-09,2980.0,4460.0,3720.0,37.2
Karnataka,Ramanagara,Channapatna APMC Yard,Rice,Sona Masuri Heritage,Grade A,2026-08-09,4200.0,6500.0,5200.0,52.0
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Tomato,Hybrid / Nati,Grade A,2026-08-09,1790.0,3190.0,2490.0,24.9
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Potato,Hassan / Local,Grade A,2026-08-09,1400.0,2410.0,1900.0,19.0
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Onion,Bellary / Red,Grade A,2026-08-09,2150.0,3720.0,2940.0,29.4
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Carrot,Ooty / Orange,Grade A+,2026-08-09,2830.0,4850.0,3840.0,38.4
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Cabbage,Green Round,Grade A,2026-08-09,1180.0,2350.0,1710.0,17.1
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Green Peas,Tender Sweet,Grade A+,2026-08-09,4470.0,7450.0,5960.0,59.6
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Green Capsicum,Polyhouse Bell,Grade A+,2026-08-09,3620.0,6210.0,4970.0,49.7
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Green Chilli,G4 Pungent,Grade A,2026-08-09,2150.0,4110.0,3130.0,31.3
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Coriander,Local Nati,Grade A+,2026-08-09,1080.0,1940.0,1510.0,15.1
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Mint,Fresh Pudina,Grade A+,2026-08-09,1150.0,2090.0,1570.0,15.7
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Ginger,Washed Root,Grade A,2026-08-09,5650.0,9750.0,7700.0,77.0
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Garlic,Country Dried,Grade A,2026-08-09,6940.0,12390.0,9710.0,97.1
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Papaya,Red Lady Organic,Grade A,2026-08-09,1870.0,3320.0,2600.0,26.0
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Pomegranate,Bhagwa / Ruby,Grade A+,2026-08-09,7620.0,13710.0,10660.0,106.6
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Grapes,Bangalore Blue,Grade A+,2026-08-09,5220.0,8870.0,7100.0,71.0
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Ragi,Organic Whole Grain,Grade A,2026-08-09,3270.0,4900.0,4080.0,40.8
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Tomato,Hybrid / Nati,Grade A,2026-08-09,1960.0,3490.0,2720.0,27.2
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Potato,Hassan / Local,Grade A,2026-08-09,1380.0,2360.0,1870.0,18.7
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Onion,Bellary / Red,Grade A,2026-08-09,2280.0,3950.0,3120.0,31.2
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Carrot,Ooty / Orange,Grade A+,2026-08-09,2800.0,4800.0,3800.0,38.0
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Cabbage,Green Round,Grade A,2026-08-09,1110.0,2210.0,1610.0,16.1
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Green Peas,Tender Sweet,Grade A+,2026-08-09,4520.0,7530.0,6020.0,60.2
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Green Capsicum,Polyhouse Bell,Grade A+,2026-08-09,3730.0,6390.0,5110.0,51.1
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Green Chilli,G4 Pungent,Grade A,2026-08-09,2420.0,4630.0,3530.0,35.3
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Ginger,Washed Root,Grade A,2026-08-09,6220.0,10740.0,8480.0,84.8
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Garlic,Country Dried,Grade A,2026-08-09,7520.0,13430.0,10530.0,105.3
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Banana,Elakki / Nendran,Grade A+,2026-08-09,2520.0,4430.0,3430.0,34.3
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Papaya,Red Lady Organic,Grade A,2026-08-09,1760.0,3130.0,2440.0,24.4
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Pomegranate,Bhagwa / Ruby,Grade A+,2026-08-09,7890.0,14210.0,11050.0,110.5
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Grapes,Bangalore Blue,Grade A+,2026-08-09,5100.0,8670.0,6930.0,69.3
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Ragi,Organic Whole Grain,Grade A,2026-08-09,3300.0,4940.0,4120.0,41.2
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Rice,Sona Masuri Heritage,Grade A,2026-08-09,4560.0,7050.0,5640.0,56.4
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Potato,Hassan / Local,Grade A,2026-08-09,1490.0,2550.0,2020.0,20.2
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Onion,Bellary / Red,Grade A,2026-08-09,2450.0,4230.0,3340.0,33.4
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Carrot,Ooty / Orange,Grade A+,2026-08-09,2770.0,4750.0,3760.0,37.6
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Cabbage,Green Round,Grade A,2026-08-09,1230.0,2460.0,1790.0,17.9
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Green Peas,Tender Sweet,Grade A+,2026-08-09,4760.0,7930.0,6340.0,63.4
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Green Chilli,G4 Pungent,Grade A,2026-08-09,2250.0,4290.0,3270.0,32.7
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Palak,Tender Leafy,Grade A+,2026-08-09,1300.0,2390.0,1850.0,18.5
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Coriander,Local Nati,Grade A+,2026-08-09,1030.0,1850.0,1440.0,14.4
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Mint,Fresh Pudina,Grade A+,2026-08-09,1160.0,2100.0,1580.0,15.8
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Ginger,Washed Root,Grade A,2026-08-09,5550.0,9590.0,7570.0,75.7
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Papaya,Red Lady Organic,Grade A,2026-08-09,1920.0,3410.0,2670.0,26.7
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Pomegranate,Bhagwa / Ruby,Grade A+,2026-08-09,7700.0,13850.0,10780.0,107.8
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Grapes,Bangalore Blue,Grade A+,2026-08-09,5050.0,8590.0,6870.0,68.7
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Ragi,Organic Whole Grain,Grade A,2026-08-09,3400.0,5100.0,4250.0,42.5
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Rice,Sona Masuri Heritage,Grade A,2026-08-09,4580.0,7090.0,5670.0,56.7
Karnataka,Mandya,Mandya APMC Main Yard,Potato,Hassan / Local,Grade A,2026-08-08,1350.0,2320.0,1830.0,18.3
Karnataka,Mandya,Mandya APMC Main Yard,Onion,Bellary / Red,Grade A,2026-08-08,2250.0,3890.0,3070.0,30.7
Karnataka,Mandya,Mandya APMC Main Yard,Cabbage,Green Round,Grade A,2026-08-08,1020.0,2030.0,1480.0,14.8
Karnataka,Mandya,Mandya APMC Main Yard,Green Peas,Tender Sweet,Grade A+,2026-08-08,4590.0,7650.0,6120.0,61.2
Karnataka,Mandya,Mandya APMC Main Yard,Green Capsicum,Polyhouse Bell,Grade A+,2026-08-08,3420.0,5860.0,4690.0,46.9
Karnataka,Mandya,Mandya APMC Main Yard,Green Chilli,G4 Pungent,Grade A,2026-08-08,2170.0,4150.0,3160.0,31.6
Karnataka,Mandya,Mandya APMC Main Yard,Palak,Tender Leafy,Grade A+,2026-08-08,1170.0,2150.0,1660.0,16.6
Karnataka,Mandya,Mandya APMC Main Yard,Coriander,Local Nati,Grade A+,2026-08-08,1070.0,1920.0,1490.0,14.9
Karnataka,Mandya,Mandya APMC Main Yard,Mint,Fresh Pudina,Grade A+,2026-08-08,1130.0,2050.0,1540.0,15.4
Karnataka,Mandya,Mandya APMC Main Yard,Garlic,Country Dried,Grade A,2026-08-08,6790.0,12120.0,9500.0,95.0
Karnataka,Mandya,Mandya APMC Main Yard,Banana,Elakki / Nendran,Grade A+,2026-08-08,2690.0,4740.0,3660.0,36.6
Karnataka,Mandya,Mandya APMC Main Yard,Rice,Sona Masuri Heritage,Grade A,2026-08-08,3870.0,5990.0,4790.0,47.9
Karnataka,Mandya,Maddur APMC Sub-Market,Tomato,Hybrid / Nati,Grade A,2026-08-08,1720.0,3050.0,2380.0,23.8
Karnataka,Mandya,Maddur APMC Sub-Market,Potato,Hassan / Local,Grade A,2026-08-08,1450.0,2480.0,1970.0,19.7
Karnataka,Mandya,Maddur APMC Sub-Market,Onion,Bellary / Red,Grade A,2026-08-08,2260.0,3900.0,3080.0,30.8
Karnataka,Mandya,Maddur APMC Sub-Market,Carrot,Ooty / Orange,Grade A+,2026-08-08,2740.0,4690.0,3720.0,37.2
Karnataka,Mandya,Maddur APMC Sub-Market,Cabbage,Green Round,Grade A,2026-08-08,1130.0,2250.0,1640.0,16.4
Karnataka,Mandya,Maddur APMC Sub-Market,Green Capsicum,Polyhouse Bell,Grade A+,2026-08-08,3750.0,6430.0,5140.0,51.4
Karnataka,Mandya,Maddur APMC Sub-Market,Green Chilli,G4 Pungent,Grade A,2026-08-08,2040.0,3900.0,2970.0,29.7
Karnataka,Mandya,Maddur APMC Sub-Market,Palak,Tender Leafy,Grade A+,2026-08-08,1160.0,2130.0,1640.0,16.4
Karnataka,Mandya,Maddur APMC Sub-Market,Coriander,Local Nati,Grade A+,2026-08-08,1030.0,1850.0,1440.0,14.4
Karnataka,Mandya,Maddur APMC Sub-Market,Mint,Fresh Pudina,Grade A+,2026-08-08,1170.0,2130.0,1600.0,16.0
Karnataka,Mandya,Maddur APMC Sub-Market,Ginger,Washed Root,Grade A,2026-08-08,5590.0,9660.0,7630.0,76.3
Karnataka,Mandya,Maddur APMC Sub-Market,Banana,Elakki / Nendran,Grade A+,2026-08-08,2350.0,4140.0,3200.0,32.0
Karnataka,Mandya,Maddur APMC Sub-Market,Papaya,Red Lady Organic,Grade A,2026-08-08,1790.0,3190.0,2490.0,24.9
Karnataka,Mandya,Maddur APMC Sub-Market,Pomegranate,Bhagwa / Ruby,Grade A+,2026-08-08,7130.0,12840.0,9990.0,99.9
Karnataka,Mandya,Maddur APMC Sub-Market,Grapes,Bangalore Blue,Grade A+,2026-08-08,5260.0,8940.0,7150.0,71.5
