,06cbec87-9334-4ba7-98dd-3153ec769b66,081e8113-878b-4022-8cdf-0bfc6dda5167,22ad31f1-df1a-4f97-8257-b9b75387027c,2434510b-4b97-4d29-92d1-a8c111c4d0b8,2452f2d6-197b-45dd-ab0a-992a1ab8cccf,2553a9ec-9e91-4594-92cb-e95a45580b2c,2631bbc2-340f-4a9a-a752-4cec04e400d2,2bb1023a-5b81-4303-93bc-cb12a3d235c1,2cf4a458-4875-48b9-a84f-9b99b9d0a431,2d5f4ff2-140c-462a-8b95-5a76ea34ecfc,2e323422-ea44-449d-9be7-c0c560a0f2e1,300ccb51-269e-4dad-bbd7-bc4d6f1214bf,31029486-3cd3-4020-ad98-4aff05d029d1,331a2b18-7771-4c8f-babb-5457498c239b,37bb059b-5e8d-42e0-9849-022dce333f74,389a7839-5278-4984-bbc6-7d40b80eec74,3d14145a-752d-4dd5-907f-f375242af193,3e64ba62-388a-44c4-9030-88a74444d90a,3fe7f558-21bf-4ff6-8746-47c0323cafb0,415c5186-549e-44e9-9132-6d158175f5c1,4389ea33-33a4-4982-a079-831f1db05fe0,43d36f77-a78c-4e8e-bc41-245cc7f02ef2,4474409e-95f6-4e6c-b07f-8ea510b81e90,46ed7332-a6b6-4f08-ae6b-4ce2687249fc,47627f78-25a8-49b8-baed-67cc7cb51cc3,4be287a3-4af7-4b0f-93da-1215dbbe7007,4cd53847-8857-4983-ab6f-bbf44a1f863e,4ce2d3cb-b864-40e5-96a5-3e0877928c39,4fb3055e-a3e6-409f-b75b-aa457c4a89bd,5146f581-8c3c-4ddb-a6bf-90392f31cff7,56422f53-2ae2-4b6f-b750-b63ee1e07845,5f4c1d64-d133-4c66-89bc-b35ad29e17b8,60bce0c4-e075-416e-b530-453c6922b587,62e301a3-cc55-44ee-8d66-0cdb6a5d0c0d,6a46c140-d217-4b21-a864-dcc86a03328e,6b34b498-54a0-4051-903e-b9197aa9de94,6cc675f4-9587-41d6-91e3-899f396beab1,6d807f3a-a6f7-4bd1-9559-7d534e353dc6,6e8429bb-4b3a-4f9f-90fd-1714a5be004d,7035b887-e0d1-4c02-af63-02688ffbb884,70891974-6c4a-456b-a56c-3684d6d94556,72ecbbbb-d28d-4a25-96a1-984662445dc9,73f3bb61-7aac-49e3-af05-f2dd383f2102,74293659-a2ab-4c3c-8f72-343b020d30cd,79543249-aeb7-447d-9725-94352e05d41c,7d95baf6-9014-479f-825c-8329b36563da,7da7a7d5-e468-4f10-a91c-c07fd503dc72,7f86a08d-6dd5-4fe9-9472-d02c920c1ff3,83cf8df8-0344-41ec-a14f-761cb61a2216,83ef1d8a-fe41-4801-b538-6bb6b990fabd,8408401e-694d-4008-bd1a-d0d90d78d6f5,8a27105f-d9e0-49ad-84fc-41ff5c010769,8b9f7985-5ef6-485d-959c-fd171563bb8a,8db95983-f362-4452-a960-11964662f0bf,8e5d4ae9-8fb2-45af-aae1-40e41e752b6e,919278a5-6e46-4b47-9a6b-d4022e747c9f,94141fff-971c-4f52-8395-528bde27315a,95381c19-145e-4e11-ab3f-3555b2a07941,96ff7a29-0702-4bf2-a51e-c30b5063cf7e,980bcd07-414b-453e-9d08-9192eb3691d7,98306353-57df-4dac-89d8-6435f4d3fb6a,9a5217aa-9f63-4c33-a507-b5fcd2e8ffdf,9f45ad9e-b71e-4c60-9339-d23440eeb9ec,9f9b965f-1f61-4e93-9afb-80390aafca75,a2b79504-3575-4d94-9af6-c8b119b11e3c,a48897e5-afe2-4878-9f39-28e08c18ddcb,ad765317-0ae5-4394-9861-e51d92a1fcc6,ade771d7-33ad-4f40-b456-f0a9fee988ff,b09d5ed6-293f-4eb8-8466-17829480dcad,b1ba019f-b1ec-4fca-ba4f-a5214a80c769,bcfcf609-ddfe-447a-98fc-c66e9233f0b4,c10ab049-f2a7-46b2-b4fb-24d4a0618ba0,c115ff2f-0c98-4983-bf03-167384d2903e,c3df3a50-2251-45a6-883f-032b8033f52e,c5863af9-c9cd-463d-94a8-8e69adf4f214,c6c9aed7-1f10-439d-88ec-8f5b1b4f748f,cb2e8316-e933-46d4-bc5c-faec0025b694,d3decbad-0acb-4217-99cd-e65ee1a9a9d3,d42e4be4-b29c-47fe-a1b3-8255948344ac,d4948ab5-15b7-42a9-a4d8-4c92da1b486c,d6a9e0ef-4132-46ef-a0f7-d7997a803afe,db1b9299-96df-4fd8-932c-3ad6613bc967,db2f9e6e-c99d-4f6e-8640-8a7f9ee121bc,dd14762c-0ed4-4d5f-aaf3-fded6c619888,de21c2a0-a0e1-4757-a095-0016eb816242,e47d2dca-4d7f-4788-8ee9-e5c35611e94b,ef4899c4-bfed-4167-8c46-2982a90da36a,f0727e5c-5d1e-4ea7-aa00-d6053f839ba3,f308caa4-09a7-467f-8beb-1b6ccce38d25,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,f4dee32c-e6d8-4c67-95a9-f63a4e41f5e8,f527b464-7bb9-45da-bb4d-5aab19eb4f9a,f685a52e-f09f-45e3-b296-668bbb414f9f,f6fcd7a9-a8f0-457c-b9f3-018c8b01391b,f8eb34db-1687-4a4b-802f-8c5bdb2bce45,f93c5b61-46df-44b0-a718-571307f2d308,fae7e454-f146-44cd-a680-3dfc2879df45,fc58c463-84fd-4548-9e91-513ebe48d753,fc895620-c446-471c-972e-18f4ce979e28,fc932934-07d4-4feb-bf60-af1355a4a785
4fb3055e-a3e6-409f-b75b-aa457c4a89bd,0.8624316,0.12912878,0.6810262,0.46428573,0.293817,0.025665296,0.3195058,0.29633564,0.539522,0.28202987,0.11026356,0.8815618,0.45993537,0.23872116,0.85905397,0.6125688,0.43281645,0.66602457,0.51722693,0.35194397,0.28550625,0.44264412,0.13171387,0.29380012,0.374739,0.6981883,0.29810926,0.442232,1.0,0.43266267,0.84687865,0.8880316,0.2540803,0.65875125,0.089870624,0.18182027,0.47318783,0.7896519,0.43325073,0.88295716,0.46124744,0.38869548,0.79828393,0.2888842,0.76329225,0.80341244,0.3762474,0.7226994,0.48515993,0.5931008,0.24325639,0.5098145,0.2956551,0.7336627,0.2934377,0.67220175,0.5946331,0.42410368,0.3729538,0.46411407,0.8089237,0.45355427,0.2586097,0.4307124,0.88183546,0.0,0.100758545,0.66122234,0.862828,0.2942101,0.5109749,0.4768727,0.43112797,0.2890514,0.62323666,0.28947785,0.70050585,0.47690338,0.38395715,0.68325144,0.6365014,0.6909021,0.58475626,0.5919973,0.59031147,0.6524123,0.30825737,0.4626692,0.7102186,0.42557147,0.6623429,0.26680005,0.23769507,0.40786448,0.3815268,0.4329493,0.0,0.7621843,0.24318817,0.55555797
5146f581-8c3c-4ddb-a6bf-90392f31cff7,0.57640743,0.27019858,0.2138107,0.17836092,0.4430832,0.0,0.74728215,0.36258328,0.3757252,0.42134234,0.16061148,0.498142,0.6394835,0.38793772,0.49725276,0.58015996,0.0,0.9388899,0.4963578,0.7536049,0.4583085,0.9155059,0.1750268,0.70774156,0.0,0.22822648,0.74585426,0.93173355,0.43266267,1.0,0.45935702,0.4856769,0.3965325,0.1454383,0.21011099,0.12650569,0.725742,0.7656061,0.014778549,0.40136755,0.43912393,0.21314989,0.4377569,0.7543625,0.35845914,0.77621835,0.47518045,0.5715987,0.9602549,0.9476491,0.40494943,0.13896665,0.46651602,0.65776724,0.4773844,0.1957951,0.4223492,0.12538543,0.008521566,0.99262375,0.5330996,0.13103873,0.15435585,0.96038675,0.49246597,0.0,0.15575203,0.44953004,0.6269637,0.7814747,0.82290554,0.79460174,0.9808616,0.09006126,0.4181353,0.5225247,0.22161815,0.2779769,0.49658382,0.21953687,0.22664921,0.2311446,0.45834854,0.9096915,0.18392643,0.23265061,0.59077704,0.69450474,0.15762703,0.9774024,0.5364555,0.4986999,0.40850163,0.9233738,0.39394045,0.0,0.0,0.2910144,0.39134133,0.9680739
56422f53-2ae2-4b6f-b750-b63ee1e07845,0.92633045,0.41062754,0.6092955,0.20361906,0.46799397,0.3121013,0.3370066,0.38623446,0.15077594,0.40185618,0.3839536,0.9345021,0.23564658,0.43398696,0.96801233,0.30709612,0.0,0.69896245,0.71571696,0.37252408,0.3973752,0.54016244,0.39690176,0.37953722,0.14987136,0.6503761,0.27968436,0.5076535,0.84687865,0.45935702,1.0,0.93541443,0.43549585,0.27562273,0.35996488,0.4986264,0.31075945,0.83836675,0.021783294,0.8921072,0.40906844,0.6602664,0.9537531,0.3196758,0.75942814,0.8467268,0.48169243,0.6459362,0.5059493,0.62064886,0.43348628,0.16266242,0.47620463,0.7093568,0.42546603,0.60798013,0.24506122,0.5968863,0.15351874,0.48880738,0.90946585,0.16474436,0.5474641,0.44872218,0.9350815,0.2818823,0.3646199,0.72009677,0.9071498,0.27602622,0.47020885,0.43843573,0.44915515,0.52972996,0.74031734,0.38875163,0.65332174,0.7555468,0.51132274,0.62561333,0.74053633,0.63749254,0.22254956,0.4557197,0.67173547,0.7106116,0.39302257,0.2692355,0.31458315,0.43348697,0.81982106,0.43153036,0.42416447,0.40957075,0.31228805,0.0,0.28251424,0.73067796,0.42940456,0.5613152
5f4c1d64-d133-4c66-89bc-b35ad29e17b8,0.9560144,0.14534765,0.59661597,0.123993754,0.33789364,0.027721686,0.3868218,0.25446287,0.18598415,0.32415447,0.12760527,0.9767252,0.29067323,0.27626607,0.96396875,0.3653385,0.0,0.74294025,0.59631836,0.407296,0.34456968,0.5174354,0.17346619,0.36040804,0.0,0.6233556,0.37949386,0.50751925,0.8880316,0.4856769,0.93541443,1.0,0.3234449,0.2684617,0.10400504,0.20081815,0.40249225,0.87572694,0.0,0.90852743,0.33213612,0.4303351,0.88380134,0.3343185,0.70802,0.90768266,0.40082663,0.6736468,0.5442526,0.6619762,0.29450753,0.115928955,0.34215432,0.7058545,0.33958814,0.5903101,0.25775596,0.36149147,0.0,0.51901436,0.8970718,0.091096096,0.28693125,0.51590824,0.9767413,0.0,0.116605364,0.6424889,0.95919347,0.34048203,0.52524346,0.49851933,0.48379093,0.26355493,0.60949403,0.34915018,0.6418907,0.52913123,0.43707806,0.59962165,0.5803572,0.6102817,0.23791549,0.48718488,0.5023588,0.58248603,0.37032863,0.33210558,0.33190742,0.48090452,0.7629843,0.30876106,0.274287,0.46209967,0.23473825,0.016504895,0.0,0.7113196,0.28143564,0.5890173
60bce0c4-e075-416e-b530-453c6922b587,0.3192241,0.7181519,0.02427118,0.46449053,0.9225699,0.6440552,0.6420256,0.9188811,0.23670329,0.63866556,0.8212132,0.2827383,0.418802,0.9698377,0.43727636,0.29593697,0.0,0.401025,0.9300444,0.6233461,0.69367826,0.71868217,0.863967,0.78544563,0.34829074,0.0,0.5633437,0.5422805,0.2540803,0.3965325,0.43549585,0.3234449,1.0,0.07547309,0.75924236,0.65952224,0.52468127,0.35486645,0.0,0.17356989,0.59020144,0.66350424,0.49382335,0.5940795,0.18362072,0.4041931,0.63165265,0.27576658,0.41999853,0.43073723,0.9505746,0.32130164,0.88735676,0.19659385,0.7613472,0.0,0.17351118,0.48393553,0.3074004,0.38283062,0.42585292,0.38208702,0.6967748,0.4355598,0.27951667,0.6245752,0.7280217,0.46601197,0.37492907,0.49056655,0.4877624,0.4844124,0.39159888,0.55888456,0.73866475,0.69076294,0.02875138,0.66770685,0.6522904,0.0,0.27658215,0.0,0.18363675,0.37796554,0.3340609,0.23035243,0.70000404,0.4784977,0.10134298,0.44632733,0.8449115,0.95863605,0.9600389,0.47944874,0.60126376,0.031707004,0.6032094,0.041619055,0.94795126,0.35948431
62e301a3-cc55-44ee-8d66-0cdb6a5d0c0d,0.28748754,0.039568234,0.529673,0.7991904,0.07906239,0.0,0.094907366,0.2526312,0.8672329,0.07518301,0.03275316,0.27474135,0.5177393,0.07091075,0.26297414,0.7778444,0.9336858,0.20608208,0.17301121,0.10454293,0.084808,0.13546929,0.033633642,0.113453135,0.80084276,0.4923082,0.08855165,0.13546756,0.65875125,0.1454383,0.27562273,0.2684617,0.07547309,0.99999994,0.026695553,0.10233221,0.40996003,0.24585062,0.9549426,0.39295593,0.4937467,0.12123274,0.24898192,0.08581139,0.4947133,0.24962139,0.16611221,0.50572175,0.14921126,0.1761772,0.07225791,0.9030159,0.10379041,0.41421187,0.087163985,0.46986473,0.89207083,0.33433023,0.80803776,0.14322102,0.23957315,0.8287671,0.08047656,0.13242105,0.27491167,0.0,0.029929748,0.38692147,0.26794803,0.087393425,0.25804847,0.22743317,0.13254881,0.19253692,0.338569,0.08025522,0.49085832,0.16864453,0.12911578,0.50316155,0.42397308,0.5006804,0.85057735,0.46893173,0.46700594,0.46003053,0.091566086,0.46274984,0.964763,0.12984872,0.20429292,0.07925142,0.067558214,0.119301304,0.44184488,0.9302435,0.0,0.4803881,0.07223765,0.23103543
6a46c140-d217-4b21-a864-dcc86a03328e,0.14597541,0.9621976,0.0,0.38756704,0.7534893,0.93444353,0.37300834,0.7291473,0.12953556,0.57918507,0.96245587,0.10000723,0.21726358,0.79648054,0.31393498,0.11325571,0.022555938,0.19640265,0.7006378,0.3929956,0.57411176,0.47887528,0.9399937,0.5036563,0.48704505,0.0,0.26724288,0.39231348,0.089870624,0.21011099,0.35996488,0.10400504,0.75924236,0.026695553,1.0000001,0.90151155,0.24961692,0.19525278,0.013563193,0.09208999,0.49650997,0.895959,0.47018096,0.41269082,0.19404335,0.15885216,0.5745126,0.13388018,0.20780872,0.19899541,0.79017085,0.25601444,0.7556046,0.10698018,0.6450511,0.0,0.07967664,0.7234746,0.48510507,0.19860256,0.31182688,0.3321954,0.94902456,0.19742033,0.09886771,0.9566827,0.9315572,0.43408477,0.14803644,0.2834128,0.25303844,0.27515888,0.21053863,0.8692532,0.6093052,0.5497412,0.0,0.83576226,0.57310045,0.0,0.43985465,0.026399117,0.09526597,0.19098574,0.48248875,0.32798725,0.5367511,0.23533699,0.06273046,0.23935163,0.5799898,0.7429494,0.78222233,0.26776674,0.5529491,0.0,0.95322424,0.014721056,0.7687663,0.20923916
6b34b498-54a0-4051-903e-b9197aa9de94,0.23594335,0.9241707,0.13651027,0.3373244,0.6548234,0.91978586,0.18768388,0.63501626,0.032295894,0.4967672,0.9121909,0.20716834,0.05047501,0.6944695,0.3905064,0.06724111,0.0,0.15801004,0.6917384,0.20903578,0.48495638,0.36839297,0.8863285,0.37196362,0.47834054,0.14571422,0.059907813,0.27772063,0.18182027,0.12650569,0.4986264,0.20081815,0.65952224,0.10233221,0.90151155,0.99999994,0.06656403,0.18810591,0.053917482,0.19175798,0.49504358,0.886245,0.52591854,0.2193149,0.2978042,0.188362,0.51356375,0.14337116,0.11703865,0.13640529,0.6944123,0.22367671,0.68416846,0.15264376,0.54859054,0.11965048,0.08988482,0.7967278,0.4870728,0.113811135,0.37593165,0.29704028,0.9387599,0.10373204,0.2070409,0.9082359,0.8899637,0.4854067,0.20097855,0.05912424,0.10332134,0.09490755,0.103832126,0.88246137,0.61494243,0.43662253,0.14582652,0.9157866,0.5173099,0.14016622,0.5710766,0.14336082,0.05164212,0.09964785,0.58715135,0.46329975,0.40609813,0.05766968,0.06870429,0.09869175,0.5734929,0.6118524,0.6671346,0.08889893,0.4393235,0.0,0.9114654,0.16406588,0.6711605,0.12888084
6cc675f4-9587-41d6-91e3-899f396beab1,0.45524257,0.1930346,0.14238492,0.48304588,0.5399909,0.0,0.9046463,0.52304715,0.7336004,0.5134951,0.19973385,0.36859146,0.9044363,0.47443178,0.3824571,0.68305194,0.3256052,0.686337,0.52923554,0.89989364,0.57923305,0.7490089,0.24377978,0.84583694,0.276301,0.1091699,0.92160296,0.7436589,0.47318783,0.725742,0.31075945,0.40249225,0.52468127,0.40996003,0.24961692,0.06656403,1.0,0.55971456,0.31937516,0.27655733,0.64464533,0.15771651,0.32391053,0.8837807,0.2502129,0.5854731,0.5489688,0.59447193,0.7237109,0.69904757,0.5097866,0.47178954,0.56476843,0.44686344,0.58372706,0.11332455,0.57673776,0.0806356,0.27089792,0.6876167,0.4382863,0.43853718,0.1142129,0.7230884,0.36439157,0.0,0.19190282,0.4636547,0.53424335,0.9166546,0.91719556,0.91459143,0.7260549,0.04061821,0.4263546,0.64601964,0.12702133,0.21062055,0.56270576,0.11551463,0.08944273,0.113514155,0.5993812,0.7830956,0.1129069,0.10201228,0.72749496,0.9505417,0.4321283,0.8258574,0.5567482,0.6004137,0.49264193,0.868804,0.60094154,0.34273434,0.0,0.15071288,0.4792819,0.680222
6d807f3a-a6f7-4bd1-9559-7d534e353dc6,0.9438349,0.2145923,0.54214215,0.1551856,0.38551116,0.0,0.56447995,0.3090328,0.28264964,0.3665952,0.14829808,0.90007675,0.4677363,0.3410592,0.8986271,0.46506932,0.029675307,0.9216037,0.5928064,0.58743227,0.40508765,0.73826545,0.15730506,0.52280605,0.0,0.5786951,0.5674838,0.763487,0.7896519,0.7656061,0.83836675,0.87572694,0.35486645,0.24585062,0.19525278,0.18810591,0.55971456,1.0000001,0.017844168,0.84809554,0.38599616,0.45038885,0.8556128,0.54793036,0.713123,0.9563426,0.47403738,0.73474294,0.7953447,0.8549559,0.3523323,0.120910004,0.41154242,0.7846618,0.41949517,0.47715467,0.32297474,0.33166724,0.032011013,0.7933649,0.83092874,0.114012204,0.29812717,0.7476411,0.89786845,0.046371028,0.1399819,0.60445863,0.9413469,0.5859337,0.72358775,0.712911,0.7605112,0.28454497,0.5750761,0.42626742,0.5775483,0.48399228,0.51714957,0.55666155,0.5467591,0.6056308,0.36461073,0.7161106,0.46636713,0.5516779,0.482927,0.51744175,0.33306825,0.75207174,0.7385175,0.41241157,0.35913816,0.7280503,0.3637387,0.0,0.033516936,0.66495043,0.34552428,0.8597258
6e8429bb-4b3a-4f9f-90fd-1714a5be004d,0.03192647,0.0,0.32952318,0.7923252,0.0,0.0,0.0,0.19722712,0.84889024,0.0,0.0,0.0,0.45947155,0.0,0.010083706,0.7135536,0.97671187,0.0,0.022173401,0.0,0.0,0.0,0.0,0.031038033,0.8284298,0.2842349,0.006748557,0.006256993,0.43325073,0.014778549,0.021783294,0.0,0.0,0.9549426,0.013563193,0.053917482,0.31937516,0.017844168,0.9999999,0.14564547,0.43133065,0.020531548,0.01686668,0.0,0.27597058,0.0,0.05444937,0.29364768,0.0,0.0,0.0,0.90289116,0.018929698,0.20531547,0.0,0.295052,0.86927223,0.20994297,0.8512365,0.0,0.0,0.83158255,0.011151184,0.0,0.0,0.016911058,0.0,0.21089724,0.0,0.008325361,0.107025735,0.0961132,0.0,0.12161668,0.16947442,0.0,0.2819192,0.023991274,0.02186659,0.30075407,0.23287322,0.3082119,0.8181344,0.3512658,0.29396456,0.2655993,0.0,0.389786,0.9187039,0.0,0.0,0.0,0.0054196203,0.007906088,0.40815973,0.9605025,0.012223297,0.2511336,0.0,0.07104701
7035b887-e0d1-4c02-af63-02688ffbb884,0.90682584,0.11699663,0.8120799,0.1870475,0.21488339,0.030682284,0.21826403,0.17004606,0.21956986,0.20748334,0.07532436,0.9082682,0.23397548,0.1630776,0.90336186,0.39503866,0.15512465,0.65087616,0.47136706,0.2404235,0.1950379,0.39706922,0.09944904,0.2007037,0.11614607,0.83627665,0.21892095,0.41381675,0.88295716,0.40136755,0.8921072,0.90852743,0.17356989,0.39295593,0.09208999,0.19175798,0.27655733,0.84809554,0.14564547,0.9999999,0.24507153,0.44918746,0.86525965,0.19734547,0.8939237,0.8095844,0.32040215,0.78643507,0.45255995,0.57623464,0.16617575,0.22097804,0.20197089,0.8286734,0.2004561,0.80132556,0.33049244,0.5053866,0.1409131,0.44439316,0.8264405,0.17326947,0.2888317,0.4007058,0.9105709,0.038273655,0.06883119,0.68248785,0.8662743,0.219826,0.46022585,0.43749723,0.40109247,0.38295212,0.65013427,0.20763856,0.83927953,0.4860949,0.32827824,0.8168117,0.7642171,0.8552218,0.3009419,0.47354123,0.70332795,0.781447,0.21057987,0.2520504,0.45088062,0.37235418,0.6318327,0.18225913,0.17989929,0.3658189,0.2347891,0.13802163,0.027664166,0.8916364,0.16612914,0.57560277
70891974-6c4a-456b-a56c-3684d6d94556,0.3864802,0.5208846,0.12337065,0.5829655,0.723087,0.3770419,0.69125926,0.6146834,0.58518726,0.8453523,0.5468732,0.31936926,0.62501395,0.5909211,0.3943042,0.51237684,0.3804165,0.4320741,0.64040375,0.7070515,0.87061083,0.53221285,0.5280628,0.6492653,0.521503,0.10641511,0.52403593,0.6281542,0.46124744,0.43912393,0.40906844,0.33213612,0.59020144,0.4937467,0.49650997,0.49504358,0.64464533,0.38599616,0.43133065,0.24507153,0.99999994,0.4953738,0.42799902,0.68918353,0.35080492,0.40988892,0.87204117,0.3664639,0.44424766,0.45675427,0.68135965,0.568632,0.8302051,0.2818506,0.867522,0.11046492,0.51920396,0.36442208,0.5609043,0.4036007,0.5569769,0.5468995,0.47006363,0.3947704,0.31573024,0.3859111,0.6325712,0.7383715,0.41365513,0.5171817,0.55429494,0.5444764,0.41284466,0.39593253,0.50336814,0.84386456,0.10554813,0.5759967,0.8805212,0.11259974,0.2906191,0.11064974,0.52087563,0.53366745,0.29872835,0.23865145,0.8515178,0.65888405,0.4757774,0.47162658,0.56577694,0.6227039,0.5981967,0.5042914,0.9211137,0.38053322,0.40678197,0.14103338,0.59848887,0.40348834
72ecbbbb-d28d-4a25-96a1-984662445dc9,0.46083283,0.89023685,0.27724013,0.33585715,0.66823566,0.8432199,0.27501023,0.62472373,0.07652175,0.56341153,0.8728492,0.44040117,0.11959526,0.69283074,0.62634283,0.13507633,0.03414449,0.3303426,0.7364266,0.30443484,0.5607705,0.4502725,0.84528816,0.37071776,0.43802744,0.29593253,0.1632371,0.40962374,0.38869548,0.21314989,0.6602664,0.4303351,0.66350424,0.12123274,0.895959,0.886245,0.15771651,0.45038885,0.020531548,0.44918746,0.4953738,1.0000001,0.7682861,0.29803097,0.49522588,0.40013468,0.6077021,0.30110037,0.23918062,0.2824061,0.69941694,0.22110046,0.6958851,0.30769232,0.611279,0.241186,0.09127401,0.82420295,0.45579553,0.2295785,0.58004177,0.28735274,0.9763045,0.21226649,0.4406742,0.8879735,0.86528826,0.59387773,0.42951167,0.16635534,0.22792575,0.2453166,0.21247129,0.9363172,0.68775046,0.50855535,0.29762673,0.95156693,0.61745524,0.28466505,0.67961454,0.32968795,0.10488053,0.20237586,0.67572266,0.5719144,0.4892578,0.13664228,0.18991892,0.20814312,0.7029413,0.6258458,0.67540973,0.21617979,0.53924525,0.0,0.8869877,0.3342643,0.66967833,0.29237527
73f3bb61-7aac-49e3-af05-f2dd383f2102,0.90919936,0.4819708,0.56938237,0.23399697,0.49926603,0.36015677,0.36291575,0.4401849,0.15715666,0.4306667,0.46365395,0.9044745,0.24561895,0.4957925,0.965377,0.27741322,0.02804972,0.67844164,0.7296644,0.4015261,0.45469055,0.55091363,0.45397303,0.39073682,0.18882686,0.60777193,0.3090116,0.53246355,0.79828393,0.4377569,0.9537531,0.88380134,0.49382335,0.24898192,0.47018096,0.52591854,0.32391053,0.8556128,0.01686668,0.86525965,0.42799902,0.7682861,0.9999999,0.3484157,0.7578175,0.8217772,0.53098065,0.6183854,0.49121755,0.579992,0.49588805,0.16326666,0.5296162,0.6319236,0.48520988,0.49533612,0.18745413,0.62885267,0.20802017,0.47149718,0.8675672,0.18987471,0.6406645,0.43594265,0.90503526,0.39917397,0.44620723,0.6733732,0.88211024,0.30928546,0.46810284,0.4660329,0.43636325,0.621858,0.7082934,0.42108116,0.61125135,0.79059595,0.5681653,0.58463126,0.7356029,0.62785375,0.21539854,0.41562974,0.67755663,0.69441617,0.44211817,0.2806293,0.33989748,0.42747426,0.8418491,0.4865077,0.48461542,0.41324255,0.4033196,0.0,0.39073125,0.68649584,0.48830974,0.56443816
74293659-a2ab-4c3c-8f72-343b020d30cd,0.42110378,0.37679568,0.0,0.2708289,0.6972568,0.16867527,0.98364764,0.5488101,0.45362264,0.73361397,0.3762683,0.32146776,0.78303415,0.5900148,0.3546722,0.40818202,0.0,0.6851051,0.59951544,0.98846847,0.77323353,0.78887236,0.38161314,0.8986057,0.085953385,0.0,0.91555315,0.8407134,0.2888842,0.7543625,0.3196758,0.3343185,0.5940795,0.08581139,0.41269082,0.2193149,0.8837807,0.54793036,0.0,0.19734547,0.68918353,0.29803097,0.3484157,1.0,0.20963222,0.5501096,0.75085527,0.47748408,0.75079834,0.7246146,0.6464208,0.21101138,0.7405443,0.38973284,0.78893447,0.0,0.2814971,0.12786636,0.09124685,0.71577847,0.5040067,0.20781665,0.26562935,0.7037896,0.3178048,0.17264304,0.41235697,0.54662865,0.5039437,0.9512979,0.9119694,0.91161454,0.75393975,0.15941364,0.44280896,0.8323358,0.0,0.3444246,0.7666676,0.0,0.091008924,0.0,0.34334567,0.6983262,0.08440455,0.062279146,0.8954541,0.85665065,0.115224935,0.8539602,0.57948565,0.71010375,0.6172561,0.90780365,0.68362474,0.0,0.18197992,0.047320027,0.5955912,0.6777615
79543249-aeb7-447d-9725-94352e05d41c,0.7440276,0.25127822,0.9272875,0.31609622,0.22970125,0.14288823,0.2070013,0.2250511,0.29537398,0.2782114,0.1908532,0.7426959,0.25261727,0.18499589,0.7463559,0.46259657,0.28150973,0.5506549,0.42471617,0.21268734,0.28384277,0.37147376,0.18241788,0.17824876,0.30945462,0.9275514,0.1585212,0.4231683,0.76329225,0.35845914,0.75942814,0.70802,0.18362072,0.4947133,0.19404335,0.2978042,0.2502129,0.713123,0.27597058,0.8939237,0.35080492,0.49522588,0.7578175,0.20963222,1.0,0.67479026,0.44550282,0.8645246,0.40062803,0.48260188,0.21770287,0.3560144,0.25803027,0.8399419,0.2808477,0.8163302,0.39483032,0.68646646,0.32713217,0.4031411,0.7171873,0.31276202,0.37093142,0.3533624,0.74533755,0.17024346,0.22397318,0.75145733,0.70823556,0.15881029,0.4460657,0.39838147,0.35873234,0.53516847,0.65404224,0.27239317,0.92768675,0.5284262,0.39608765,0.9174506,0.91413236,0.94349545,0.3851865,0.46805245,0.87886405,0.9232637,0.27136236,0.25750154,0.5002481,0.3189462,0.5501399,0.1904327,0.19394782,0.2941466,0.3981398,0.28121212,0.17150177,0.94869626,0.18746571,0.543466
7d95baf6-9014-479f-825c-8329b36563da,0.9270297,0.22065139,0.54854614,0.18180667,0.4064788,0.0,0.58942235,0.35316184,0.28406304,0.39941844,0.15747759,0.91224706,0.4688217,0.3600684,0.8918942,0.50852567,0.0,0.93551475,0.6268294,0.59852755,0.44178578,0.76779735,0.18847218,0.550054,0.012364342,0.56246114,0.5952172,0.7660403,0.80341244,0.77621835,0.8467268,0.90768266,0.4041931,0.24962139,0.15885216,0.188362,0.5854731,0.9563426,0.0,0.8095844,0.40988892,0.40013468,0.8217772,0.5501096,0.67479026,1.0,0.4999656,0.74974614,0.814073,0.86551297,0.38419604,0.13811006,0.43555468,0.76948977,0.44285002,0.4614235,0.3423112,0.33368868,0.0098443525,0.79996765,0.85915095,0.120213225,0.2702605,0.7922859,0.91065204,0.0,0.14817694,0.6126567,0.9516653,0.5616383,0.71749526,0.69695926,0.76781094,0.23582695,0.5811743,0.4584571,0.5925023,0.49325064,0.53105223,0.5635892,0.52802694,0.5672792,0.3862214,0.72120667,0.4532842,0.5494741,0.51393735,0.5217343,0.30617774,0.758243,0.7820384,0.42964295,0.36155137,0.70619977,0.33653793,0.016133606,0.0,0.6573756,0.36497205,0.84281164
